Categeory,asin,Rank,image_url,Rating,Rating Count,Price,Tag,description,Ai_description,Product_title,Keyword
Tape Measures,B01HI20NAE,19,"https://images-eu.ssl-images-amazon.com/images/I/61ERQUOheeL._AC_UL300_SR300,200_.jpg",3.8,1376,399,Best Pick,"Laser level, PINPOINT ACCURACY - featuring the latest multipronged measurements technology, this laser level is a major improvement from all previous versions. Delivers pinpoint energy in a snap. 3-PRONGED APPROACH - combines a fine-tuned tape measure, a triple-positioned leveling bubble and a NEW laser level to provide maximum results faster than ever. WORKS ANYWHERE - designed for any situation where a straight line or accurate measurements are needed. Regardless of the situation, it's completely plug & play. 8-FOOT Measuring Tape - comes loaded with an 8-foot measurement tape, inclusive of metric and imperial measures with precision graduations for topline accuracy. BACKUP BATTERY - ships with 3 x AG 13 button-cells battery, just to make sure you keep going with maximum convenience.","{
    ""AI_DESCRIPTION"": ""Get pinpoint accuracy with our laser level - perfect for any situation. Includes 8-foot measuring tape and backup battery for convenience.""
}",Laser level,Multipurpose Laser Level with Tape Measure
Art Glues,B09J2J24QF,8,"https://images-eu.ssl-images-amazon.com/images/I/71YRnIwyXZL._AC_UL300_SR300,200_.jpg",3.9,1375,284,Best Pick,"Glue Shoes Self leveling Adhesive withHigh Elasticity for SmartPhone, Tablet, Electronic Components, Jewelry, Toys, Metal, Glass, Rubber, Fiber, Paper, Ceramics, Wood, Cloth, Textile, Nylon, PVC, LeTher and Ther materials. SPECIAL DesignED PRECISION TIPS: Allows Small Adhesive drops for fine, Precise , Controlled and no mess Applications APPEARANCE: Semi-transparent floating body Solid Content: 30%-35% after curing hardness is 65-80A Surace drying time: 3 - 6 Minutes. Completely cure time: 24-48 hours Save: at 10 degrees to 28 degrees of preservation High Quality Product by DZK: Each parts are tested before shipment. Item in Stock!","{
    ""AI_DESCRIPTION"": ""High-quality self-leveling adhesive with precision tips for precise applications. Semi-transparent with quick drying time. In stock!""
}",DZK Leather glue adhesive LCD Super Glue Shoes 50ML Multipurpose fabric glue Compatible glue shoes with Industrial Glue Semi Fluid Transparent Adhesive 50 ml 1.68 fl.oz…,Multipurpose Leather Glue
Mailbox Posts,B07LGBHY5H,4,"https://images-eu.ssl-images-amazon.com/images/I/51XsDziiKOL._AC_UL300_SR300,200_.jpg",4,179,875,Best Pick,<br>Size: Medium<br> <br>Colour: Assorted Colour<br> <br>Multipurpose Item<br>,"{
    ""AI_DESCRIPTION"": ""Medium size, assorted colour multipurpose item. Perfect for all your needs.""
}",RONTENO All in 1 Multipurpose Letter Box/Suggestion Box,Multipurpose Letter Box
Locks,B013X0IA1O,7,"https://images-eu.ssl-images-amazon.com/images/I/61aKc5Slf5L._AC_UL300_SR300,200_.jpg",4,207,400,Best Pick,"LOCKING MECHANISM : 6 Brass tumblers locking mechanism is engineered to provide maximum security. DURABLE : The body of the lock is powder coated and made of zinc based die casting alloy, which is durable and long- lasting. APPLICATION : Drawers, boxes, cupboards, and other wooden furniture. REVERSIBLE KEY : The reversible key feature allows you to insert the key into the lock in either direction, providing added convenience and ease of use. CLICK ACTION MECHANISM : The click action mechanism ensures a smooth and reliable action when opening and closing the lock. PACK INCLUDES : 2 Lock with 4 keys. WARRANTY : 1 Year Product Warranty from the date of Purchase.","{
    ""AI_DESCRIPTION"": ""Secure your furniture with our durable lock set. Reversible key for easy use. Smooth click action mechanism. Pack includes 2 locks with 4 keys. 1 Year Warranty.""
}",Godrej Locking Solutions and Systems Multi Purpose Lock with Reversible Key ,Multipurpose Lock
Locks,B07RL79D5N,17,"https://images-eu.ssl-images-amazon.com/images/I/71bLvYVlttL._AC_UL300_SR300,200_.jpg",4.1,189,375,Best Pick,This lock is a perfect lock to secure your home and office Drawers. The lock is easy to use and operate as it has a 2 reversible Brass keys Zinc material witlh chrome finish The strong and durable lock looks stylish and is made to work well 181 Degree Key Movement for Extra Throw of Locking Bolt,"{
    ""AI_DESCRIPTION"": ""Secure drawers with ease using this stylish and durable lock with 2 keys and 181 degree key movement.""
}",Met Craft Zinc Dimple Multipurpose Lock with 2 Dimple Key ,Multipurpose Lock - Pack of 2
Screwdriver Sets,B09BZ6PX7K,5,"https://images-eu.ssl-images-amazon.com/images/I/51jVpGL1-MS._AC_UL300_SR300,200_.jpg",3.4,2622,149,Best Pick,"Strong magnetic screwdriver handle with 31 screwdriver bits Made from high-carbon alloy steel material. PP + Carbon Steel The body ensures durability and strength of the screwdriver. Ideal for domestic appliances, furniture, automotive, factory and various other needs The screwdriver is suitable to use for professionals and non-professionals. ""Its Strong magnetic and anti-chafe rubber grip screwdriver handle screwdrivers with Compact storage design, easy to place and carry."" Note:Refer image regarding Usage guidelines","{
    ""AI_DESCRIPTION"": ""Strong magnetic screwdriver handle with 31 bits for various needs. Durable and compact design for pros and DIYers.""
}",Sulfar Screwdriver Set,Multipurpose Magnetic Screwdriver Set
Tape Measures,B010M5HZOQ,25,"https://images-eu.ssl-images-amazon.com/images/I/41b6twS8f6L._AC_UL300_SR300,200_.jpg",4.2,237,139,Best Pick,This product will be an excellent pick for you This product comes in a proper packaging Easy to maintain,"{
    ""AI_DESCRIPTION"": ""Great pick with proper packaging, easy maintenance.""
}",FREEMANS GM15 Grey Magic 15m Measuring Tape,Multipurpose Measuring Tape
Clothes Rails,B0CNLYGW78,17,"https://images-eu.ssl-images-amazon.com/images/I/71tCGNktWhL._AC_UL300_SR300,200_.jpg",3.7,1955,2499,Best Pick,"【METAL STORAGE RACK】: This clothes rail is made of high-quality metal, this freestanding garment rail is sturdy and durable with a smooth and polished surface, very comfortable to touch, and will not damage your clothes when hanging. 【GENEROUS STORAGE】: Perfect track to organize your everyday clothes or display your seasonal favorites; side hooks for hanging bags, hats, and scarves; 2 bottom shelves for shoes, boxes, or accessories. 【EASY ROLLING】: The 360° swivel wheels make it easier to move this rolling hanger from indoors to outdoors, anywhere you like. 2 of the wheels have brakes to lock them in place when stability is required. 【EASY TO ASSEMBLE】: The clothes rack has a detailed manual, Labeled parts and illustrated instructions allow you to easily set up this clothes rack,you will soon get a sturdy hanger to store your clothes! 【ABOUT US】: We as a team always strive to present you the finest home decor articles available across the global market. The metal quality and finishing of ADA product is always premium and passes through 3 levels of quality check. Addition to our large collection of almost 500 articles does not stop here as there is continuous quest for innovative and more refined articles.","{
    ""AI_DESCRIPTION"": ""Sturdy metal storage rack with generous storage, easy rolling wheels, and easy assembly. Premium quality home decor from ADA.""
}",ADA® Premium Heavy Duty Metal Clothes Rail with Top Road & 4 Side Hooks,Multipurpose Metal Clothes Rail with Hooks and Wheels
Storage Islands & Carts,B09HKWLV9S,5,"https://images-eu.ssl-images-amazon.com/images/I/81lN2g10PBL._AC_UL300_SR300,200_.jpg",4.3,231,4654,Best Pick,"STURDY AND DURABLE MATERIAL - Made of heavy duty metal with powder coated structure finished which will not get any scratch when used and has waterproof, easy to clean. Heavy duty powder coated finish with black color gives a classy finish to your kitchen. 4-TIER STORAGE & MULTIPURPOSE SHELVES - Classic 4-tier structure with ideal size 45*64*107cm for your kitchen, the sturdy top shelf can hold a microwave oven and other kitchen appliances. Others can be stored toaster, spice, dishes, and any other things you want. Little hooks make it convenient to hang some cooking tools. GREAT MOBILITY - Equipped with 4 rolling wheels, you can move the cart to any place you like. You can effortlessly wheel it to living room, office or bedroom as a kitchen appliance cart, coffee stand, small rolling bookshelf or small bakers rack. MULTIFUNCTIONAL KITCHEN SHELF - Great choice to be your kitchen storage shelf, perfect as a kitchen baker's rack, microwave oven stand, kitchen storage shelf, spice rack organizer, utensil holder, kitchen workstation shelf, office storage rack, living room, bedroom, coffee stand, bookshelf. Fitting in home & kitchen for toaster dishes etc. SPACIOUS STORAGE CAPACITY - Utility cart provides large storage space while saving your floor space, can hold your books, magazines, laptop, coffee cups, store cans and even microwaves. Some storage boxes also can be put on the shelf to store sundries and make your room tidy and clean. The Assemble screws are attached to the rack and rods, please check them before assembling.","{
    ""AI_DESCRIPTION"": ""Sturdy & durable metal kitchen shelf with 4 tiers for storage. Easy to move with wheels. Perfect for kitchen appliances & more.""
}",Livzing 4 Tier Multipurpose Metal Dish Rack-Storage Shelf Organizer-Serving Trolley-Microwave Oven Utility Stand with Hooks-OTG Stand for Kitchen-Movable Tiered Rack with Rolling Wheels,Multipurpose Metal Dish Rack
Coat Racks,B097BPZGWV,2,"https://images-eu.ssl-images-amazon.com/images/I/61M9HrjNdVL._AC_UL300_SR300,200_.jpg",3.9,4948,1099,Best Pick,"KEEP YOUR HOME TIDY: Sleek and modern design, this stylish cloth rail holder will make your hallway, entryway or balcony more organized. It is an essential product for a clutter-free home and comfortable life. HIGH QUALITY MATERIALS - Made from a highly resistant metal with heavy gauge chrome plating to enhance protection against rust and corrosion. HIGH QUALITY MATERIALS - Made from a highly resistant metal with heavy gauge chrome plating to enhance protection against rust and corrosion. STURDY AND DURABLE: The iron pipe of the coat rack is sturdy and not easy to bend. You can not only hang clothes, but you can also place large items like blankets.","{
    ""AI_DESCRIPTION"": ""Keep your home tidy with this stylish cloth rail holder. High-quality materials for durability. Hang clothes and large items easily.""
}",Lukzer 1PC Multipurpose Metal Single Garment Rack with Top Rod and Lower Storage Shelf with Hooks Heavy Duty Clothes Coat Stand Closet Organizer ,Multipurpose Metal Garment Rack with Storage Shelf and Hooks
Tables,B084T25PWN,6,"https://images-eu.ssl-images-amazon.com/images/I/81hutzhG8JS._AC_UL300_SR300,200_.jpg",4.2,1926,2289,Best Pick,"Multi-purpose Dual top capacious table featured with compact to extended space, thanks to the smart cantilever design it allows the user to approach maximum closure. Its versatile and contemporary design allows to adjust it to 6 heights 53 -73cm and 3 angular adjustment of Table top to maximize the user comfort. It is light in weight, portable, foldable, easy for transportation, space saving also offers highest flexibility to handle by the young to elders. The product has undergone several tests to ensure its quality and safety, the sturdy table can hold the equal spread weight up to 25 kg, however it is recommended to use 10kg for regular usage. To ensure the product quality we have carefully selected and used the virgin materials. Proud to claim as MADE IN INDIA product.","{
    ""AI_DESCRIPTION"": ""Versatile, compact, and sturdy table with adjustable height and angle. Lightweight, portable, and foldable for easy transportation. Made in India.""
}",Bi3 Table Dual Top Multipurpose Metal Laptop Study Dinning Portable Table Strong Adjustable Height ,Multipurpose Metal Table
Bath Towels,B09JCMK7ZK,9,"https://images-eu.ssl-images-amazon.com/images/I/71eK0fV-fPL._AC_UL300_SR300,200_.jpg",4.4,1582,399,Best Pick,"MATERIAL AND SIZE - 100% Microfiber, 70 x 140 CM. FEATHER TOUCH FEEL- Experience the super soft feeling of premium microfiber bath towel against your skin without the heft and bulk; unlike traditional towelit is very light weight. SUPER ABSORBENT AND FAST DRYING - Microfibers absorbs more water than cotton. Capable of repeat use in short time as it dries much faster. MULTI USE TOWEL - Perfect for use as bath towel or hair drying. It can be used for swimming, travel and for kids also. Beautiful Hem Finish- Our towel is crafted with beautiful edge-piping and professional hem stitching. It gives towel an elegant look and durability also. EASY CARE –Cleaning is very easy. It can be hand or machine wash.","{
    ""AI_DESCRIPTION"": ""Super soft microfiber bath towel, absorbs more water, dries quickly. Perfect for bath, hair drying, swimming, travel. Easy to clean.""
}",UrbanLeaf Microfiber Large Bath Towel ,Multipurpose Microfiber Towel
Bath Towels,B09JLMBNTJ,23,"https://images-eu.ssl-images-amazon.com/images/I/51j40pfxzML._AC_UL300_SR300,200_.jpg",4.1,468,649,Eco Pick,"MATERIAL AND SIZE - 100% Microfiber, 70 x 140 CM, Color- Pink and Purple FEATHER TOUCH FEEL- Experience the super soft feeling of premium microfiber bath towels against your skin without the heft and bulk; unlike traditional towels these are very light weight. SUPER ABSORBENT AND FAST DRYING - Microfibers absorbs more water than cotton. Capable of repeat use in short time as it dries much faster. MULTI USE TOWEL - Perfect for use as bath towel or hair drying. It can be used for swimming, travel and for kids also. Beautiful Hem Finish- Our towels are crafted with beautiful edge-piping and professional hem stitching. It gives these towels an elegant look and durability also.","{
    ""AI_DESCRIPTION"": ""Super soft microfiber bath towel in pink and purple, ultra absorbent and quick drying. Perfect for bath, hair, swimming, travel, and kids. Elegant hem finish.""
}",UrbanLeaf Microfiber Large Bath Towel ,Multipurpose Microfiber Towel
Hand Towels,B0B88S6WSJ,15,"https://images-eu.ssl-images-amazon.com/images/I/81j5UCY-uCL._AC_UL300_SR300,200_.jpg",4.2,156,259,Best Pick,"✔️Premium small towels for face and hand, made in microfiber fabric with 80% Polyester and 20% Polyamide blend. ✔️Highly absorbent towels; quickly absorbs sweat and water from skin with minimal efforts. ✔️Microfiber material makes it ideal for gym, home, sports, kitchen, lunch towels for kids. Safe to use on new-born babies and pets too. ✔️These hand towels are super soft, quick drying, comfortable, scratch-free, breath-friendly. ✔️Microfiber hand towel from Maxoshine is machine washable and we assure you won't have to buy another napkin for a long time.Size-40 x 60 cm (or 16x 24 inches). Knitting: Weft.","{
    ""AI_DESCRIPTION"": ""Premium microfiber hand towels, absorbent, soft, and quick drying. Ideal for gym, home, sports, and kids. Machine washable. Size: 40x60 cm.""
}",MAXOSHINE Napkins for Hand Towels-Super Soft Quick Dry Gym Sweat Towels-Microfiber Towel for Hand Face Home Sports-40 x 60 cm ,Multipurpose Microfiber Towels
